"Kód kraja","Názov kraja","Kód územného obvodu","Názov územného obvodu","Kód okresu","Názov okresu","Kód obce","Názov obce","Okrsok","Počet zapísaných voličov","Počet zúčastnených voličov","Účasť voličov v %","Počet odovzdaných obálok","Podiel odovzdaných obálok v %","Počet platných hlasov pre všetkých kandidátov","Podiel platných hlasov pre všetkých kandidátov v %"
1,"Bratislavský kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Staré Mesto",34,1160,865,74.56,865,100.00,862,99.65
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",1,1278,869,67.99,869,100.00,860,98.96
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",2,1284,825,64.25,825,100.00,810,98.18
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",3,1245,872,70.04,872,100.00,867,99.42
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",4,1166,892,76.50,892,100.00,890,99.77
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",5,1288,849,65.91,849,100.00,847,99.76
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",6,1267,818,64.56,818,100.00,804,98.28
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",7,1012,663,65.51,662,99.84,659,99.39
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",8,1164,512,43.98,512,100.00,510,99.60
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",9,1034,684,66.15,682,99.70,676,98.83
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",10,1326,954,71.94,953,99.89,951,99.68
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",11,987,720,72.94,720,100.00,717,99.58
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",12,1095,749,68.40,749,100.00,744,99.33
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",13,1088,853,78.40,852,99.88,851,99.76
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",14,1055,820,77.72,819,99.87,819,99.87
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",15,1155,752,65.10,751,99.86,751,99.86
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajské Biskupice",16,1069,711,66.51,710,99.85,710,99.85
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",1,974,736,75.56,736,100.00,734,99.72
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",2,923,693,75.08,693,100.00,684,98.70
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",3,913,667,73.05,667,100.00,661,99.10
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",4,874,653,74.71,653,100.00,652,99.84
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",5,863,660,76.47,660,100.00,657,99.54
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",6,933,741,79.42,741,100.00,740,99.86
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",7,1190,882,74.11,882,100.00,878,99.54
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",8,864,811,93.86,811,100.00,805,99.26
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",9,1010,825,81.68,825,100.00,818,99.15
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",10,888,663,74.66,663,100.00,653,98.49
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",11,734,551,75.06,551,100.00,550,99.81
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",12,691,507,73.37,506,99.80,502,99.01
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",13,722,524,72.57,524,100.00,513,97.90
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",14,1218,917,75.28,917,100.00,904,98.58
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",15,1170,869,74.27,869,100.00,864,99.42
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",16,1201,911,75.85,911,100.00,902,99.01
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",17,1184,905,76.43,905,100.00,902,99.66
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",18,1011,724,71.61,724,100.00,719,99.30
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",19,1082,830,76.70,830,100.00,830,100.00
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",20,867,701,80.85,701,100.00,698,99.57
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",21,827,607,73.39,607,100.00,606,99.83
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",22,1002,652,65.06,652,100.00,645,98.92
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",23,899,646,71.85,646,100.00,645,99.84
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",24,1055,828,78.48,828,100.00,825,99.63
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",25,720,512,71.11,512,100.00,510,99.60
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",26,766,524,68.40,524,100.00,522,99.61
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",27,890,626,70.33,626,100.00,621,99.20
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",28,744,580,77.95,580,100.00,579,99.82
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",29,786,675,85.87,675,100.00,669,99.11
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",30,869,629,72.38,629,100.00,629,100.00
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",31,826,541,65.49,541,100.00,536,99.07
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",32,939,618,65.81,618,100.00,617,99.83
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",33,940,724,77.02,724,100.00,714,98.61
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",34,866,629,72.63,629,100.00,628,99.84
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",35,845,607,71.83,607,100.00,604,99.50
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",36,776,551,71.00,551,100.00,550,99.81
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",37,831,567,68.23,566,99.82,560,98.76
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",38,1144,846,73.95,846,100.00,838,99.05
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",39,1107,781,70.55,779,99.74,779,99.74
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",40,1001,755,75.42,755,100.00,753,99.73
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",41,991,743,74.97,743,100.00,737,99.19
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",42,1094,828,75.68,828,100.00,825,99.63
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",43,988,748,75.70,748,100.00,744,99.46
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",44,1110,857,77.20,857,100.00,854,99.64
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",45,1946,789,40.54,788,99.87,785,99.49
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",46,1009,734,72.74,734,100.00,732,99.72
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",47,930,719,77.31,719,100.00,710,98.74
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",48,1317,831,63.09,831,100.00,827,99.51
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",49,769,590,76.72,590,100.00,588,99.66
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",50,661,477,72.16,477,100.00,477,100.00
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",51,601,422,70.21,422,100.00,421,99.76
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",52,933,700,75.02,700,100.00,698,99.71
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",53,819,587,71.67,586,99.82,575,97.95
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",54,851,625,73.44,625,100.00,624,99.84
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",55,932,680,72.96,678,99.70,672,98.82
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",56,1185,909,76.70,909,100.00,905,99.55
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",57,1063,771,72.53,771,100.00,768,99.61
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",58,843,596,70.69,592,99.32,590,98.99
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",59,827,576,69.64,576,100.00,570,98.95
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",60,735,618,84.08,618,100.00,615,99.51
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",61,822,532,64.72,532,100.00,531,99.81
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",62,788,560,71.06,560,100.00,558,99.64
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",63,726,518,71.34,518,100.00,515,99.42
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",64,678,490,72.27,490,100.00,487,99.38
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",65,787,542,68.86,542,100.00,542,100.00
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",66,779,544,69.83,544,100.00,543,99.81
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",67,1271,962,75.68,960,99.79,952,98.96
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",68,1017,734,72.17,734,100.00,732,99.72
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",69,1218,744,61.08,744,100.00,744,100.00
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",70,1093,795,72.73,794,99.87,783,98.49
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",71,1001,792,79.12,792,100.00,790,99.74
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",72,961,659,68.57,659,100.00,657,99.69
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529320,"Bratislava - Ružinov",73,990,679,68.58,679,100.00,676,99.55
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",1,1608,1023,63.61,1023,100.00,1019,99.60
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",2,1419,1081,76.18,1081,100.00,1078,99.72
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",3,1324,982,74.16,982,100.00,978,99.59
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",4,1290,843,65.34,843,100.00,840,99.64
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",5,1362,890,65.34,888,99.77,886,99.55
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",6,1086,720,66.29,719,99.86,705,97.91
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",7,1139,743,65.23,743,100.00,739,99.46
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",8,1439,523,36.34,523,100.00,520,99.42
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",9,990,721,72.82,721,100.00,713,98.89
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",10,1312,850,64.78,850,100.00,849,99.88
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",11,1077,724,67.22,724,100.00,719,99.30
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",12,1188,748,62.96,748,100.00,744,99.46
1,"Bratislavský kraj",101,"Bratislava",102,"Bratislava II",529338,"Bratislava - Vrakuňa",13,1122,683,60.87,682,99.85,681,99.70
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",1,1356,855,63.05,855,100.00,852,99.64
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",2,1374,916,66.66,915,99.89,907,99.01
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",3,1123,818,72.84,818,100.00,811,99.14
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",4,1191,897,75.31,897,100.00,895,99.77
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",5,910,756,83.07,756,100.00,752,99.47
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",6,984,753,76.52,753,100.00,742,98.53
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",7,1051,773,73.54,773,100.00,765,98.96
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",8,1139,880,77.26,880,100.00,879,99.88
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",9,1077,817,75.85,816,99.87,813,99.51
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",10,1040,737,70.86,737,100.00,735,99.72
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",11,1095,793,72.42,789,99.49,788,99.36
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",12,1225,923,75.34,922,99.89,915,99.13
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",13,1268,889,70.11,889,100.00,885,99.55
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",14,1042,777,74.56,776,99.87,770,99.09
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",15,1032,754,73.06,754,100.00,747,99.07
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",16,1044,837,80.17,837,100.00,834,99.64
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",17,1007,760,75.47,760,100.00,755,99.34
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",18,1009,771,76.41,771,100.00,770,99.87
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",19,1103,855,77.51,855,100.00,848,99.18
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",20,1091,789,72.31,789,100.00,787,99.74
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",21,1430,1078,75.38,1078,100.00,1076,99.81
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",22,1121,856,76.36,856,100.00,853,99.64
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",23,1094,805,73.58,805,100.00,804,99.87
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",24,1237,980,79.22,978,99.79,972,99.18
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",25,1310,870,66.41,870,100.00,865,99.42
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",26,1049,808,77.02,808,100.00,804,99.50
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",27,1034,882,85.29,882,100.00,878,99.54
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",28,1109,853,76.91,853,100.00,851,99.76
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",29,1089,781,71.71,781,100.00,780,99.87
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",30,1100,792,72.00,792,100.00,789,99.62
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",31,1074,871,81.09,871,100.00,868,99.65
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529346,"Bratislava - Nové Mesto",32,1147,713,62.16,713,100.00,711,99.71
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",1,1842,539,29.26,539,100.00,539,100.00
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",2,958,780,81.41,780,100.00,780,100.00
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",3,1150,849,73.82,848,99.88,842,99.17
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",4,835,629,75.32,627,99.68,627,99.68
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",5,959,717,74.76,717,100.00,710,99.02
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",6,1153,790,68.51,790,100.00,785,99.36
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",7,1088,803,73.80,803,100.00,800,99.62
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",8,1163,668,57.43,668,100.00,657,98.35
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",9,1147,838,73.06,837,99.88,833,99.40
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",10,1259,946,75.13,946,100.00,945,99.89
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",11,1019,775,76.05,775,100.00,772,99.61
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",12,1142,816,71.45,816,100.00,814,99.75
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",13,1151,915,79.49,915,100.00,910,99.45
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",14,1241,878,70.74,878,100.00,875,99.65
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",15,1127,825,73.20,824,99.87,822,99.63
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",16,1294,994,76.81,991,99.69,988,99.39
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",17,825,537,65.09,537,100.00,536,99.81
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",18,812,576,70.93,567,98.43,562,97.56
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529354,"Bratislava - Rača",19,789,531,67.30,530,99.81,530,99.81
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529362,"Bratislava - Vajnory",1,1023,635,62.07,635,100.00,628,98.89
1,"Bratislavský kraj",101,"Bratislava",103,"Bratislava III",529362,"Bratislava - Vajnory",2,906,703,77.59,703,100.00,700,99.57
