IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,víťaz,Korčok,Pellegrini
500674,Podhorany (NR),1085,48.3724626,18.118279,500674.0,Pellegrini,0.0,100.0
500682,Pohranice - Pográny,1112,48.3292585,18.1759353,500682.0,Pellegrini,0.0,100.0
500691,Poľný Kesov,654,48.1619884,18.0493375,500691.0,Pellegrini,0.0,100.0
500704,Rišňovce,2096,48.3612489,17.9079129,500704.0,Pellegrini,10.0,90.0
500712,Rumanová,821,48.3372973,17.8722082,500712.0,Pellegrini,25.0,75.0
500721,Skýcov,948,48.5144718,18.4449515,500721.0,Pellegrini,0.0,100.0
500739,Močenok,4356,48.2125064,17.9389261,500739.0,Pellegrini,21.62,78.38
500747,Sľažany,1712,48.3854542,18.3250169,500747.0,Pellegrini,25.0,75.0
500755,Slepčany,813,48.3073565,18.3325277,500755.0,Pellegrini,33.33,66.67
500780,Šurianky,588,48.4131248,18.0275581,500780.0,Korčok,0.0,0.0
500798,Tajná,275,48.2618137,18.3674446,500798.0,Korčok,0.0,0.0
500810,Tesárske Mlyňany,1761,48.3419313,18.3598803,500810.0,Pellegrini,0.0,100.0
500828,Topoľčianky,2704,48.4496145,18.3991927,500828.0,Pellegrini,0.0,100.0
500836,Velčice,851,48.4437958,18.2807966,500836.0,Pellegrini,0.0,100.0
500844,Veľká Dolina,683,48.1786892,18.0134097,500844.0,Pellegrini,0.0,100.0
500887,Veľké Zálužie,4350,48.3119222,17.9389566,500887.0,Pellegrini,14.29,85.71
500895,Veľký Cetín - Nagycétény,1626,48.225392,18.1970849,500895.0,Pellegrini,0.0,100.0
500909,Vieska nad Žitavou,463,48.3178919,18.3554573,500909.0,Korčok,0.0,0.0
500917,Vinodol,2061,48.189896,18.2144296,500917.0,Pellegrini,33.33,66.67
500925,Volkovce,1013,48.3412547,18.466489,500925.0,Pellegrini,0.0,100.0
500933,Vráble,8593,48.2426443,18.3114002,500933.0,Pellegrini,13.79,86.21
500941,Výčapy-Opatovce,2197,48.4151188,18.0745855,500941.0,Pellegrini,9.09,90.91
500950,Zbehy,2222,48.3662476,18.0001247,500950.0,Pellegrini,0.0,100.0
500968,Zlaté Moravce,11946,48.3756252,18.3982496,500968.0,Pellegrini,16.67,83.33
500976,Zlatno (ZM),211,48.4663634,18.3113504,500976.0,Pellegrini,33.33,66.67
500984,Žikava,528,48.4545141,18.3809451,500984.0,Pellegrini,0.0,100.0
500992,Žirany - Zsére,1360,48.3790657,18.1762059,500992.0,Korčok,0.0,0.0
501018,Žitavce,412,48.1906958,18.3152051,501018.0,Korčok,0.0,0.0
501026,Komárno - Komárom,32967,47.7854073,18.1018126,501026.0,Pellegrini,12.5,87.5
501034,Bajč - Bajcs,1223,47.929,18.2267971,501034.0,Pellegrini,0.0,100.0
501042,Bodza - Bogya,381,47.8483476,17.8526635,501042.0,Pellegrini,0.0,100.0
501069,Brestovec (KN) - Szilas,485,47.8760369,17.8354078,501069.0,Korčok,0.0,0.0
501077,Búč - Búcs,1148,47.8032691,18.4692484,501077.0,Korčok,66.67,33.33
501085,Čalovec - Megyercs,1114,47.8360003,17.967073,501085.0,Korčok,0.0,0.0
501093,Číčov - Csicsó,1231,47.7832232,17.7581597,501093.0,Korčok,100.0,0.0
501107,Dedina Mládeže - Ifjúságfalva,438,47.9528371,17.989867,501107.0,Korčok,0.0,0.0
501115,Svätý Peter - Komáromszentpéter,2735,47.8347701,18.2318868,501115.0,Korčok,100.0,0.0
501123,Dulovce,1648,47.873165,18.2675265,501123.0,Korčok,0.0,0.0
501140,Hurbanovo - Ógyalla,7467,47.8673848,18.189955,501140.0,Pellegrini,25.0,75.0
501158,Chotín - Hetény,1375,47.8104386,18.2279099,501158.0,Korčok,100.0,0.0
501166,Imeľ - Ímely,1982,47.8960651,18.1332512,501166.0,Pellegrini,20.0,80.0
501174,Iža - Izsa,1781,47.7642938,18.2296398,501174.0,Korčok,0.0,0.0
501182,Kameničná - Keszegfalva,1934,47.8425925,18.0068291,501182.0,Korčok,100.0,0.0
501191,Klížska Nemá - Kolozsnéma,449,47.7560045,17.833828,501191.0,Pellegrini,0.0,100.0
501204,Kolárovo - Gúta,10572,47.968649,18.0145144,501204.0,Pellegrini,42.86,57.14
501212,Kravany nad Dunajom - Karva,718,47.7737494,18.4825165,501212.0,Pellegrini,0.0,100.0
501221,Lipové,142,47.8457766,17.871058,501221.0,Korčok,100.0,0.0
501239,Marcelová - Marcelháza,3802,47.7916157,18.2889398,501239.0,Pellegrini,0.0,100.0
501247,Martovce - Martos,694,47.8640466,18.1094253,501247.0,Korčok,50.0,50.0
501255,Moča - Dunamocs,1132,47.7729754,18.4084843,501255.0,Pellegrini,0.0,100.0
501263,Modrany - Madar,1315,47.8170837,18.3551084,501263.0,Pellegrini,0.0,100.0
501271,Mudroňovo,124,47.8299536,18.3220448,501271.0,Korčok,0.0,0.0
501280,Nesvady - Naszvad,5014,47.9271767,18.1048316,501280.0,Pellegrini,16.67,83.33
501301,Okoličná na Ostrove - Ekel,1440,47.8157165,17.9235321,501301.0,Pellegrini,0.0,100.0
501310,Patince - Pat,527,47.7439357,18.2920231,501310.0,Pellegrini,0.0,100.0
501328,Pribeta - Perbete,2745,47.9005598,18.3140815,501328.0,Pellegrini,0.0,100.0
501336,Radvaň nad Dunajom - Dunaradvány,711,47.7599096,18.3557923,501336.0,Korčok,0.0,0.0
501344,Sokolce - Lakszakállas,1203,47.8772367,17.8624852,501344.0,Pellegrini,0.0,100.0
501352,Šrobárová,505,47.8052235,18.3220504,501352.0,Korčok,0.0,0.0
501361,Tôň - Tany,737,47.8030855,17.8276298,501361.0,Korčok,0.0,0.0
501379,Trávnik - Komáromfüss,683,47.7675602,17.7942617,501379.0,Korčok,0.0,0.0
501387,Veľké Kosihy - Nagykeszi,945,47.7673067,17.8830318,501387.0,Korčok,100.0,0.0
501395,Bátorove Kosihy - Bátorkeszi,3323,47.8396073,18.4041733,501395.0,Pellegrini,33.33,66.67
501409,Vrbová nad Váhom - Vágfüzes,543,47.8539933,18.0594026,501409.0,Korčok,100.0,0.0
501417,Zemianska Olča - Nemesócsa,2317,47.8287121,17.883916,501417.0,Pellegrini,0.0,100.0
501425,Zlatná na Ostrove - Csallóközaranyos,2428,47.7742499,17.9624712,501425.0,Pellegrini,0.0,100.0
501433,Dunajská Streda - Dunaszerdahely,23044,48.0152783,17.6312798,501433.0,Pellegrini,6.25,93.75
501441,Báč - Bacsfa,546,48.0074168,17.3758017,501441.0,Pellegrini,25.0,75.0
501450,Baka - Baka,1136,47.8919146,17.5203255,501450.0,Korčok,50.0,50.0
501468,Baloň - Balony,720,47.8426503,17.6546568,501468.0,Korčok,100.0,0.0
501484,Blahová - Sárrét,360,48.0938924,17.5530887,501484.0,Pellegrini,0.0,100.0
501492,Blatná na Ostrove - Sárosfa,981,47.9675052,17.4524126,501492.0,Korčok,0.0,0.0
501506,Boheľov - Bögellő,343,47.9051435,17.6962805,501506.0,Pellegrini,0.0,100.0
501514,Čakany - Pozsonycsákány,651,48.1153643,17.373445,501514.0,Pellegrini,0.0,100.0
501522,Veľký Meder - Nagymegyer,8446,47.8577623,17.7490698,501522.0,Pellegrini,0.0,100.0
501531,Čiližská Radvaň - Csilizradvány,1175,47.8315833,17.7061411,501531.0,Korčok,50.0,50.0
501549,Dobrohošť - Doborgaz,517,47.986708,17.3618509,501549.0,Pellegrini,0.0,100.0
501557,Dolný Bar - Albár,819,47.9657611,17.7029015,501557.0,Korčok,50.0,50.0
501573,Gabčíkovo - Bős,5232,47.8755834,17.5824056,501573.0,Pellegrini,33.33,66.67
501581,Holice - Egyházgelle,2144,47.9896172,17.4776484,501581.0,Korčok,100.0,0.0
501590,Horná Potôň - Felsőpatony,2114,48.0586086,17.529611,501590.0,Pellegrini,0.0,100.0
501603,Horný Bar - Felbár,1244,47.9459343,17.46176,501603.0,Pellegrini,0.0,100.0
501611,Dolný Štál - Alistál,1908,47.9348569,17.7373169,501611.0,Korčok,0.0,0.0
501620,Hubice - Nemesgomba,626,48.0957629,17.3981366,501620.0,Pellegrini,0.0,100.0
501638,Hviezdoslavov,2472,48.0713267,17.3556563,501638.0,Pellegrini,0.0,100.0
501654,Jahodná - Pozsonyeperjes,1654,48.0467292,17.7189146,501654.0,Pellegrini,0.0,100.0
501662,Janíky - Jányok,915,48.1436946,17.4027415,501662.0,Pellegrini,0.0,100.0
501671,Jurová - Dercsika,480,47.935046,17.5274187,501671.0,Korčok,0.0,0.0
501689,Kľúčovec - Kulcsod,362,47.7871753,17.7097084,501689.0,Korčok,100.0,0.0
501697,Kostolné Kračany - Egyházkarcsa,1419,47.9696754,17.5750086,501697.0,Pellegrini,0.0,100.0
501701,Kráľovičove Kračany - Királyfiakarcsa,1093,47.9798488,17.5478317,501701.0,Pellegrini,0.0,100.0
501719,Kútniky - Hegyéte,1466,47.9770338,17.6669565,501719.0,Pellegrini,10.0,90.0
501727,Kvetoslavov,1744,48.051478,17.3385232,501727.0,Pellegrini,10.0,90.0
501735,Lehnice - Lég,2965,48.0559811,17.4606648,501735.0,Pellegrini,20.0,80.0
501743,Lúč na Ostrove - Lúcs,711,47.9652393,17.5120216,501743.0,Korčok,50.0,50.0
501760,Medveďov - Medve,532,47.7981282,17.6727199,501760.0,Pellegrini,0.0,100.0
501778,Mierovo - Béke,444,48.0650681,17.3915571,501778.0,Korčok,0.0,0.0
501786,Michal na Ostrove - Szentmihályfa,1031,48.0434571,17.5420091,501786.0,Pellegrini,0.0,100.0
501808,Nový Život - Illésháza,2306,48.1141019,17.4827096,501808.0,Pellegrini,0.0,100.0
501816,Ohrady - Csallóközkürt,1359,48.0029355,17.7064239,501816.0,Pellegrini,0.0,100.0
501824,Okoč - Ekecs,3704,47.9125061,17.8197288,501824.0,Pellegrini,0.0,100.0
501832,Oľdza - Olgya,559,48.0826234,17.4226667,501832.0,Pellegrini,0.0,100.0
501859,Orechová Potôň - Diósförgepatony,1705,48.0835374,17.6655532,501859.0,Pellegrini,33.33,66.67
501867,Padáň - Padány,912,47.9166057,17.6715416,501867.0,Pellegrini,0.0,100.0
501875,Sap - Szap,508,47.8214388,17.6054715,501875.0,Korčok,0.0,0.0
501883,Pataš - Csilizpatas,808,47.8695798,17.6648134,501883.0,Pellegrini,0.0,100.0
501891,Rohovce - Nagyszarva,1108,47.9773255,17.4170938,501891.0,Pellegrini,33.33,66.67
501905,Šamorín - Somorja,13628,48.0195397,17.3119962,501905.0,Pellegrini,13.64,86.36
501913,Štvrtok na Ostrove - Csallóközcsütörtök,1714,48.1016468,17.3428251,501913.0,Pellegrini,33.33,66.67
501921,Topoľníky - Nyárasd,3116,47.9651673,17.8078449,501921.0,Pellegrini,25.0,75.0
501930,Ňárad - Csiliznyárad,631,47.8343171,17.6248801,501930.0,Pellegrini,0.0,100.0
501956,Trnávka (DS) - Csallóköztárnok,522,48.0166356,17.4035745,501956.0,Pellegrini,0.0,100.0
501964,Trstená na Ostrove - Csallóköznádasd,578,47.919986,17.5048588,501964.0,Pellegrini,0.0,100.0
501972,Veľká Paka - Nagypaka,984,48.0411995,17.3999255,501972.0,Pellegrini,0.0,100.0
501981,Veľké Blahovo - Nagyabony,1589,48.0396333,17.5946333,501981.0,Pellegrini,0.0,100.0
501999,Vojka nad Dunajom - Vajka,460,47.9585632,17.3986569,501999.0,Pellegrini,0.0,100.0
502006,Vrakúň - Nyékvárkony,2794,47.9277845,17.6111218,502006.0,Pellegrini,14.29,85.71
502014,Vydrany - Nemeshodos,1783,48.0434315,17.6226549,502014.0,Pellegrini,16.67,83.33
502022,Zlaté Klasy - Nagymagyar,3611,48.1307668,17.4371825,502022.0,Pellegrini,0.0,100.0
502031,Levice,31974,48.2015586,18.6456576,502031.0,Pellegrini,7.79,92.21
502049,Bajka,328,48.1540918,18.5039444,502049.0,Korčok,100.0,0.0
502057,Bátovce,1184,48.285921,18.7745383,502057.0,Korčok,100.0,0.0
502065,Beša (LV) - Barsbese,635,48.1489447,18.4036671,502065.0,Korčok,0.0,0.0
502073,Bielovce - Ipolybél,225,47.9940106,18.7630454,502073.0,Korčok,0.0,0.0
502090,Bory - Bori,321,48.1912714,18.7506377,502090.0,Korčok,0.0,0.0
502103,Brhlovce,296,48.220809,18.7374659,502103.0,Korčok,0.0,0.0
502111,Čajkov,957,48.3133584,18.6115083,502111.0,Pellegrini,0.0,100.0
502120,Čaka,743,48.0385693,18.4715534,502120.0,Korčok,100.0,0.0
502154,Demandice,966,48.1217221,18.7877203,502154.0,Pellegrini,0.0,100.0
502162,Devičany,408,48.3249928,18.6858253,502162.0,Pellegrini,0.0,100.0
502171,Dolná Seč,525,48.1854622,18.5670624,502171.0,Pellegrini,0.0,100.0
502189,Dolné Semerovce - Alsószemeréd,540,48.1117519,18.8501568,502189.0,Korčok,0.0,0.0
502197,Dolný Pial,911,48.1302405,18.4626281,502197.0,Pellegrini,0.0,100.0
502201,Domadice,242,48.1827525,18.7818986,502201.0,Pellegrini,0.0,100.0
502219,Drženice,382,48.2759693,18.6956911,502219.0,Korčok,0.0,0.0
502227,Farná - Farnad,1349,48.0085269,18.5070662,502227.0,Korčok,100.0,0.0
502243,Hokovce - Egeg,505,48.1573425,18.8472574,502243.0,Korčok,0.0,0.0
502251,Hontianska Vrbica - Hontfüzesgyarmat,611,48.1391025,18.7137802,502251.0,Pellegrini,0.0,100.0
502260,Horná Seč,570,48.2048806,18.5478381,502260.0,Pellegrini,0.0,100.0
502278,Horné Semerovce - Felsőszemeréd,641,48.1306331,18.8601928,502278.0,Korčok,0.0,0.0
502286,Horné Turovce - Felsőtúr,567,48.1264675,18.9578031,502286.0,Korčok,100.0,0.0
502294,Horný Pial - Felsőpél,268,48.156659,18.4460754,502294.0,Korčok,0.0,0.0
502324,Hronovce - Lekér,1486,48.0044629,18.6433244,502324.0,Korčok,0.0,0.0
502332,Hronské Kľačany,1401,48.2384195,18.5767159,502332.0,Pellegrini,0.0,100.0
502341,Hronské Kosihy,742,48.2676996,18.5900629,502341.0,Korčok,0.0,0.0
502359,Iňa,229,48.1805866,18.4229078,502359.0,Pellegrini,0.0,100.0
502367,Ipeľské Úľany - Ipolyfödémes,274,48.1335396,19.0362293,502367.0,Korčok,0.0,0.0
502375,Ipeľský Sokolec - Ipolyszakállos,829,48.0150296,18.7914505,502375.0,Korčok,0.0,0.0
502383,Jabloňovce,209,48.329793,18.7963846,502383.0,Korčok,100.0,0.0
502391,Jur nad Hronom - Garamszentgyörgy,983,48.1286867,18.6236215,502391.0,Pellegrini,0.0,100.0
502413,Kalná nad Hronom,2073,48.1948924,18.5141226,502413.0,Korčok,50.0,50.0
502421,Kozárovce,2082,48.3098349,18.5003008,502421.0,Pellegrini,21.43,78.57
502430,Krškany,791,48.2226679,18.6768625,502430.0,Pellegrini,41.67,58.33
502448,Kubáňovo - Szete,256,48.0579444,18.8047845,502448.0,Korčok,0.0,0.0
502456,Kukučínov,587,48.0892038,18.6961073,502456.0,Pellegrini,0.0,100.0
502464,Kuraľany,475,47.9850749,18.5549958,502464.0,Pellegrini,0.0,100.0
502472,Keť - Érsekkéty,577,47.9631837,18.5842631,502472.0,Pellegrini,0.0,100.0
502481,Lok,1073,48.1766854,18.4719169,502481.0,Pellegrini,0.0,100.0
502499,Lontov - Lontó,662,48.0442283,18.7705648,502499.0,Korčok,100.0,0.0
502502,Lula,175,48.1713067,18.3647392,502502.0,Korčok,0.0,0.0
502511,Málaš - Málas,480,48.052993,18.5175711,502511.0,Korčok,0.0,0.0
502537,Malé Ludince - Kisölved,170,47.9840336,18.7003524,502537.0,Pellegrini,0.0,100.0
502570,Mýtne Ludany - Vámosladány,980,48.1632565,18.6630738,502570.0,Pellegrini,0.0,100.0
502588,Nová Dedina,1456,48.2820002,18.648134,502588.0,Pellegrini,0.0,100.0
502596,Nový Tekov,897,48.2406723,18.4899514,502596.0,Pellegrini,0.0,100.0
502600,Nýrovce - Nyírágó,520,48.0188,18.5702234,502600.0,Korčok,0.0,0.0
502618,Ondrejovce,440,48.1340791,18.5218633,502618.0,Korčok,100.0,0.0
502626,Pastovce - Ipolypásztó,495,47.9631252,18.7427598,502626.0,Pellegrini,0.0,100.0
502634,Pečenice,127,48.2982687,18.7947932,502634.0,Korčok,0.0,0.0
502642,Plášťovce - Palást,1504,48.1640353,18.9985102,502642.0,Pellegrini,0.0,100.0
502651,Plavé Vozokany,774,48.0741519,18.4660978,502651.0,Pellegrini,0.0,100.0
502669,Podlužany (LV),764,48.2480241,18.6192095,502669.0,Pellegrini,33.33,66.67
502677,Pohronský Ruskov - Oroszka,1241,47.9760591,18.6463273,502677.0,Korčok,50.0,50.0
502693,Pukanec,1777,48.3641781,18.7190863,502693.0,Korčok,100.0,0.0
502707,Rybník (LV),1406,48.3107223,18.5690294,502707.0,Korčok,66.67,33.33
502715,Santovka,659,48.1552027,18.7742805,502715.0,Pellegrini,16.67,83.33
502723,Sazdice - Százd,465,48.0861412,18.7940008,502723.0,Korčok,0.0,0.0
502731,Sikenica - Peszektergenye,627,48.0665863,18.7248964,502731.0,Korčok,0.0,0.0
502740,Slatina - Szalatnya,312,48.1478248,18.9063885,502740.0,Korčok,0.0,0.0
502758,Starý Hrádok,207,48.1552981,18.6338031,502758.0,Korčok,0.0,0.0
502766,Starý Tekov,1495,48.2440255,18.5508455,502766.0,Pellegrini,0.0,100.0
502782,Šahy - Ipolyság,7267,48.0795055,18.9560404,502782.0,Pellegrini,0.0,100.0
502791,Šalov - Garamsalló,352,48.0133238,18.7193487,502791.0,Korčok,0.0,0.0
502804,Šarovce - Sáró,1606,48.0993094,18.6214513,502804.0,Korčok,0.0,0.0
502812,Tehla,465,48.1960433,18.3817747,502812.0,Korčok,50.0,50.0
502821,Tekovské Lužany - Nagysalló,2843,48.0915389,18.5393228,502821.0,Pellegrini,0.0,100.0
502847,Tekovský Hrádok - Barsvárad,380,48.1650499,18.5459111,502847.0,Korčok,0.0,0.0
502863,Tlmače,3637,48.2893445,18.5300325,502863.0,Pellegrini,12.5,87.5
502871,Tupá - Kistompa,568,48.1190811,18.9065985,502871.0,Pellegrini,0.0,100.0
502880,Turá - Tőre,215,48.1450323,18.5751109,502880.0,Pellegrini,0.0,100.0
502898,Uhliská,180,48.3942245,18.7445907,502898.0,Pellegrini,0.0,100.0
502910,Veľké Ludince - Nagyölved,1464,47.9622892,18.5008994,502910.0,Pellegrini,33.33,66.67
502928,Veľké Turovce - Nagytúr,742,48.1034726,18.9560439,502928.0,Korčok,100.0,0.0
502936,Veľký Ďur,1319,48.2118034,18.4400194,502936.0,Pellegrini,0.0,100.0
502944,Vyškovce nad Ipľom - Ipolyvisk,655,48.074519,18.8535623,502944.0,Korčok,0.0,0.0
502952,Vyšné nad Hronom - Nagyod,175,48.168227,18.5916882,502952.0,Korčok,0.0,0.0
502961,Zalaba - Zalaba,141,47.962197,18.7038533,502961.0,Korčok,0.0,0.0
502979,Zbrojníky - Kétfegyvernek,498,48.1111761,18.7095785,502979.0,Korčok,0.0,0.0
502987,Želiezovce - Zselíz,6756,48.050115,18.6319535,502987.0,Pellegrini,21.43,78.57
502995,Žemberovce,1229,48.2536652,18.7571984,502995.0,Pellegrini,0.0,100.0
503002,Žemliare - Zsemlér,150,48.1503477,18.6080309,503002.0,Korčok,0.0,0.0
503011,Nové Zámky - Érsekújvár,37791,47.993465,18.1638947,503011.0,Pellegrini,9.72,90.28
503029,Andovce - Andód,1623,47.9897037,18.0908741,503029.0,Korčok,0.0,0.0
503037,Bajtava - Bajta,392,47.8532363,18.7428778,503037.0,Korčok,0.0,0.0
503045,Bánov,3697,48.0454256,18.1920799,503045.0,Pellegrini,21.43,78.57
503053,Bardoňovo - Barsbaracska,682,48.1124403,18.4233609,503053.0,Pellegrini,40.0,60.0
503061,Belá (NZ) - Béla,325,47.8294505,18.5844522,503061.0,Korčok,100.0,0.0
503070,Bešeňov - Zsitvabesenyő,1621,48.0450705,18.2717944,503070.0,Korčok,0.0,0.0
503088,Bíňa - Bény,1433,47.9246837,18.6366902,503088.0,Pellegrini,0.0,100.0
503096,Branovo,579,48.0229068,18.30593,503096.0,Pellegrini,0.0,100.0
503100,Bruty - Bart,578,47.9169381,18.5723279,503100.0,Korčok,0.0,0.0
503118,Čechy,301,48.0394876,18.3708864,503118.0,Korčok,0.0,0.0
503126,Černík,1048,48.1632462,18.2315539,503126.0,Pellegrini,14.29,85.71
503134,Dedinka,677,48.0667918,18.4121123,503134.0,Pellegrini,0.0,100.0
503151,Dolný Ohaj,1505,48.075358,18.2650377,503151.0,Pellegrini,33.33,66.67
503169,Dubník - Csúz,1576,47.9445131,18.3102783,503169.0,Korčok,100.0,0.0
503177,Dvory nad Žitavou - Udvard,4999,47.9832205,18.2724631,503177.0,Pellegrini,40.0,60.0
503185,Gbelce - Köbölkút,2123,47.8435538,18.5107022,503185.0,Korčok,50.0,50.0
503193,Hul,1212,48.1013139,18.280513,503193.0,Pellegrini,0.0,100.0
503207,Chľaba - Helemba,705,47.8334635,18.8118206,503207.0,Pellegrini,0.0,100.0
503215,Jasová,1151,47.9852828,18.4060765,503215.0,Pellegrini,25.0,75.0
503223,Jatov,713,48.1375795,18.0036716,503223.0,Korčok,100.0,0.0
503231,Kamenica nad Hronom - Garamkövesd,1269,47.835957,18.7315723,503231.0,Korčok,100.0,0.0
503240,Kamenín - Kéménd,1479,47.886901,18.6388555,503240.0,Pellegrini,0.0,100.0
503258,Kamenný Most - Kőhídgyarmat,1060,47.8470004,18.6393981,503258.0,Korčok,0.0,0.0
503266,Kmeťovo,827,48.1682662,18.2763056,503266.0,Pellegrini,7.69,92.31
503274,Kolta,1257,48.0186488,18.4160939,503274.0,Korčok,66.67,33.33
503282,Komjatice,4223,48.1450744,18.1588879,503282.0,Pellegrini,10.53,89.47
503291,Komoča - Kamocsa,955,47.9619667,18.0418629,503291.0,Pellegrini,0.0,100.0
503312,Leľa - Leléd,308,47.8571382,18.7747117,503312.0,Korčok,75.0,25.0
503321,Lipová (NZ),1524,48.1178698,18.1722491,503321.0,Pellegrini,0.0,100.0
503339,Ľubá - Libád,404,47.856937,18.5962424,503339.0,Pellegrini,0.0,100.0
503347,Malá nad Hronom - Kicsind,398,47.8573022,18.6833399,503347.0,Korčok,100.0,0.0
503355,Malé Kosihy - Ipolykiskeszi,379,47.9263622,18.7424435,503355.0,Korčok,0.0,0.0
503363,Maňa,2004,48.1522975,18.2943546,503363.0,Pellegrini,16.67,83.33
503371,Michal nad Žitavou,672,48.1881997,18.2676845,503371.0,Pellegrini,0.0,100.0
503380,Veľký Kýr - Nyitranagykér,2980,48.1768847,18.1440673,503380.0,Pellegrini,25.0,75.0
503398,Mojzesovo,1346,48.1368855,18.2346593,503398.0,Korčok,0.0,0.0
503401,Mužla - Muzsla,1912,47.7930146,18.5694838,503401.0,Korčok,100.0,0.0
503436,Nová Vieska - Kisújfalu,656,47.8680308,18.4562842,503436.0,Korčok,0.0,0.0
503452,Palárikovo,4272,48.0363648,18.0596026,503452.0,Pellegrini,10.0,90.0
503461,Bodíky - Nagybodak,274,47.9117548,17.4606531,503461.0,Korčok,0.0,0.0
503479,Podhájska,1077,48.1028461,18.3409909,503479.0,Pellegrini,0.0,100.0
503487,Pozba - Pozba,456,48.1123549,18.3829688,503487.0,Pellegrini,0.0,100.0
503495,Radava,757,48.0933778,18.3132135,503495.0,Pellegrini,0.0,100.0
503509,Rastislavice,951,48.1402551,18.075082,503509.0,Pellegrini,0.0,100.0
503517,Rúbaň - Fűr,926,47.9300435,18.3955878,503517.0,Korčok,0.0,0.0
